id,gpsnanotime,hdSpectrumEye,hdCalibEye,hdXmaxEye,theta,dtheta,phi,dphi,l,b,ra,dec,totalEnergy,dtotalEnergy,calEnergy,dcalEnergy,xmax,dxmax,heightXmax,distXmax,dEdXmax,ddEdXmax,x,dx,y,dy,z,easting,northing,altitude,cherenkovFraction,minViewAngle,uspL,duspL,uspR,duspR,hottestStationId,distSdpStation,distAxisStation,particle_type
2,650159054,1,1,1,44.75,0.35,196.25,0.48,246.58,-10.86,108.48,-34.77,2.558,0.173,2.2,0.145,707.39,12.08,5955.11,13936.95,3.69,0.08,19310.58,56.45,7908.87,29.91,-75.76,496533.45,6107155.66,1360.55,0.09,50.1,236.56,7.13,0.25,0.05,765,452.6,471.36,iron
1,314529509,1,0,1,22.11,0.28,123.63,1.31,270.69,40.15,167.71,-16.34,4.482,0.339,3.882,0.29,798.74,11.33,2865.8,11492.41,6.53,0.13,-22147.2,28.61,-17254.16,39.38,-45.98,455167.5,6081902.56,1411.19,0.1,39.32,236.38,8.77,0.21,0.04,363,986.63,1118.95,proton
3,557762898,1,0,1,40.34,0.34,263.34,0.5,286.81,-22.09,118.32,-74.52,1.289,0.085,1.095,0.07,649.41,11.21,6079.7,12507.31,1.95,0.04,-5508.28,39.05,32042.22,35.22,49.57,471671.72,6131213.5,1530.72,0.11,37.02,222.98,7.42,0.26,0.04,1547,294.32,309.3,iron
1,829171313,1,0,1,28.7,0.51,94.95,0.74,238.83,29.04,140.49,-6.8,3.028,0.224,2.615,0.19,802.05,12.99,3292.88,12889.02,4.41,0.1,-9229.18,40.07,-19122.81,39.27,-46.05,468081.35,6080069.27,1389.4,0.09,43.93,235.47,8.71,0.23,0.05,310,187.53,215.95,iron
1,293955331,1,0,1,27.77,0.4,104.76,0.79,241.1,29.03,141.67,-8.4,1.518,0.102,1.297,0.085,826.09,9.24,2950.22,7730.82,2.19,0.04,-13955.8,27.41,-21638.27,33.9,-59.62,463363.97,6077543.31,1392.38,0.09,41.67,235.24,7.49,0.25,0.04,344,1.49,17.49,proton
3,684725357,0,0,1,21.01,0.52,165.56,1.69,322.1,32.67,211.02,-27.49,0.678,0.055,0.567,0.044,807.58,15.51,2711.86,8768.38,1.0,0.04,-4471.72,41.08,32927.59,28.1,48.18,472705.11,6132099.27,1535.29,0.09,43.29,224.5,8.87,0.27,0.04,1506,81.54,307.97,proton
2,171462277,0,0,1,30.42,0.49,106.84,0.86,353.73,42.9,227.65,-5.83,0.71,0.051,0.594,0.041,762.95,12.15,3809.98,8194.31,1.08,0.03,24038.56,25.99,1517.44,48.86,-77.63,501276.92,6100779.85,1366.32,0.12,35.27,217.35,10.37,0.26,0.05,910,416.01,419.42,proton
1,205259594,0,0,1,49.85,1.02,133.15,0.87,223.1,28.69,132.83,4.66,0.84,0.065,0.704,0.053,798.15,28.43,5732.47,15510.57,1.22,0.05,-16728.08,124.55,-16294.84,97.69,-39.57,460579.19,6082877.28,1404.04,0.13,29.38,229.38,10.28,0.26,0.05,414,147.82,230.28,iron
1,89908000,0,0,1,36.47,0.47,97.6,1.6,254.13,53.27,166.11,0.86,1.57,0.116,1.34,0.097,769.61,15.12,4322.84,16822.55,2.35,0.09,-20779.69,59.85,-13125.48,73.55,-27.87,456522.88,6086032.67,1417.92,0.14,34.51,226.08,9.33,0.27,0.05,424,219.31,517.51,iron
3,682912769,0,0,1,29.47,0.48,105.49,0.83,263.46,48.72,167.9,-6.35,0.844,0.065,0.71,0.053,657.44,16.97,4935.12,9031.98,1.3,0.03,-3661.06,31.09,29923.59,33.39,-0.4,473522.56,6129100.39,1472.82,0.08,64.93,216.32,10.93,0.24,0.05,1545,117.95,522.79,iron
3,604659747,0,0,1,36.6,0.39,258.98,0.62,309.7,-8.16,212.77,-69.97,0.935,0.07,0.788,0.058,746.53,17.76,4519.59,9708.21,1.37,0.04,12785.55,30.9,34275.66,33.06,-70.96,489948.46,6133490.97,1433.15,0.09,57.17,228.02,11.41,0.27,0.06,1136,86.05,320.48,iron
1,826359164,0,0,1,13.97,0.62,277.71,1.98,321.91,9.17,222.34,-49.3,0.641,0.05,0.536,0.04,767.84,18.66,2786.03,7662.06,0.95,0.03,-10650.82,34.38,-26513.8,25.08,-81.62,466679.32,6072678.62,1384.44,0.07,62.96,223.6,8.93,0.26,0.04,337,282.84,440.09,proton
2,108561714,1,1,1,39.38,0.58,103.87,0.75,6.76,46.21,231.33,3.3,2.893,0.211,2.493,0.179,748.75,15.77,4751.39,17225.67,4.22,0.13,10277.32,62.44,4485.37,60.94,-30.12,487516.45,6103711.87,1379.39,0.12,33.96,234.32,8.65,0.24,0.05,1238,201.25,207.07,iron
3,755125233,1,0,1,31.46,0.37,51.23,0.79,17.2,10.23,266.41,-9.0,1.464,0.109,1.249,0.091,707.82,17.01,4431.7,9390.01,2.16,0.06,4926.11,33.24,24865.92,23.81,-70.55,482118.05,6124067.63,1381.83,0.08,78.39,229.49,11.35,0.27,0.06,1360,701.84,705.65,iron
2,107099506,0,0,1,40.89,1.16,41.97,1.02,340.9,51.63,215.38,-4.47,0.663,0.062,0.553,0.051,770.09,38.6,4772.28,13293.88,0.99,0.06,18798.36,101.45,6184.1,67.72,-68.22,496029.14,6105432.34,1364.3,0.12,49.15,221.9,11.75,0.25,0.05,778,416.58,616.99,proton
3,110966155,0,0,1,48.08,0.62,352.69,0.86,348.65,17.0,243.34,-27.45,0.728,0.056,0.608,0.045,745.6,24.03,5965.25,12295.44,1.08,0.04,4189.31,89.62,25576.38,43.87,-67.55,481377.38,6124775.14,1383.6,0.1,39.01,223.36,11.08,0.25,0.06,1274,80.95,413.84,iron
1,724181589,1,0,1,56.69,0.33,130.05,0.94,358.4,65.22,213.5,11.69,1.471,0.104,1.249,0.086,763.15,19.54,7344.95,14249.16,2.11,0.07,-7122.08,65.11,-22358.23,116.51,-62.43,470193.19,6076843.65,1383.04,0.07,41.37,234.63,10.09,0.27,0.06,319,284.93,485.37,iron
4,800921904,1,1,1,25.41,0.44,345.91,0.72,316.13,24.14,208.02,-37.17,8.86,0.647,7.704,0.559,725.44,8.27,3914.73,13599.64,13.04,0.2,-21839.14,37.12,22744.14,35.85,32.9,455372.99,6121879.15,1508.65,0.07,42.85,234.65,7.38,0.23,0.04,965,410.25,475.34,iron
1,985218623,1,1,1,45.24,0.19,201.37,0.32,263.68,8.03,139.96,-38.22,23.18,1.635,20.237,1.428,789.47,7.64,5228.62,11076.86,35.22,0.32,-15644.52,28.09,-15554.42,18.73,-34.21,461660.61,6083619.18,1404.29,0.08,73.54,228.21,4.51,0.23,0.05,448,466.52,645.0,proton
4,907036442,1,0,1,32.81,0.51,19.06,1.38,359.85,16.4,251.49,-19.71,3.762,0.288,3.251,0.246,726.8,14.69,4475.06,18042.63,5.5,0.16,-20088.64,61.2,25878.51,61.17,-6.02,457118.0,6125016.71,1482.33,0.1,35.11,234.42,9.0,0.26,0.05,1045,751.28,763.27,iron
4,347162229,0,0,1,47.79,0.34,349.06,1.01,10.6,-25.53,298.09,-30.11,3.118,0.233,2.686,0.197,734.36,14.37,6158.0,24100.2,4.43,0.18,-13827.39,108.03,11137.65,83.44,13.76,463407.73,6110300.1,1436.58,0.17,21.41,240.98,8.51,0.22,0.05,1221,100.87,520.23,iron
1,528564310,0,0,1,41.85,0.64,49.32,1.4,24.25,14.1,266.38,-1.1,0.886,0.071,0.745,0.058,853.88,20.27,4134.91,14958.44,1.29,0.07,-10785.91,73.54,-17490.6,85.61,-41.15,466521.19,6081696.25,1391.59,0.18,29.41,228.79,10.16,0.25,0.05,199,604.81,619.11,proton
4,372854261,1,0,1,59.95,0.38,334.09,0.81,335.12,16.11,232.51,-36.66,3.656,0.253,3.142,0.213,747.74,23.07,8016.28,20442.01,5.14,0.15,-23885.4,114.56,26928.82,86.76,3.41,453313.99,6126058.13,1502.19,0.1,24.65,242.89,7.06,0.22,0.05,1046,251.73,351.7,iron
1,95940749,1,0,1,24.92,0.38,231.74,1.04,278.2,1.54,149.18,-52.73,1.972,0.145,1.694,0.123,751.43,12.34,3559.98,11078.72,3.01,0.08,-6703.47,25.74,-25282.4,32.41,-74.67,470620.63,6073919.16,1380.72,0.06,78.03,223.3,9.77,0.27,0.05,302,164.93,516.12,iron
1,295042725,0,0,1,53.52,0.68,184.96,1.41,323.48,36.36,210.83,-23.63,1.967,0.155,1.682,0.131,696.1,31.04,7388.64,13905.99,2.92,0.1,-7306.51,195.12,-14352.51,176.11,-25.11,469991.28,6084841.59,1394.91,0.05,81.4,228.56,9.66,0.25,0.05,145,575.64,655.76,iron
1,677226971,0,1,1,46.02,0.43,166.45,0.7,305.09,47.49,194.37,-15.36,3.004,0.214,2.588,0.181,743.46,15.44,5754.53,17005.84,4.4,0.14,-1943.88,62.69,-16904.67,82.7,-36.77,475357.78,6082304.19,1384.83,0.06,82.51,233.56,8.98,0.26,0.05,246,296.56,447.74,iron
3,951642034,0,0,1,18.83,0.54,181.5,1.23,270.06,19.7,155.14,-33.37,0.711,0.056,0.596,0.046,769.85,17.48,3055.43,9373.01,1.04,0.04,6996.95,28.5,26094.31,30.42,-78.08,484183.57,6125299.57,1380.06,0.07,66.02,227.47,9.86,0.26,0.05,1113,384.33,614.46,iron
1,452431781,0,0,1,54.5,0.35,298.57,0.84,328.08,-22.72,277.47,-66.82,0.914,0.064,0.766,0.052,780.0,21.65,6766.08,13484.63,1.3,0.05,-9530.43,51.65,-22712.14,75.89,-62.32,467790.62,6076479.01,1387.23,0.1,33.23,234.16,9.91,0.26,0.06,328,66.62,695.74,proton
3,976336534,1,0,1,30.97,0.31,128.26,0.79,320.32,52.13,203.57,-9.29,1.322,0.093,1.125,0.077,730.43,13.7,4284.22,9569.58,1.93,0.04,3834.61,31.25,24392.77,21.1,-60.57,481028.5,6123590.09,1385.2,0.07,82.73,231.12,9.52,0.26,0.05,1310,470.74,705.26,iron
3,274965429,0,0,1,44.45,0.37,156.32,0.92,336.8,46.39,215.86,-10.35,1.35,0.099,1.147,0.082,774.13,16.57,5254.74,12321.26,2.05,0.06,13049.59,65.81,23254.57,58.3,-84.88,490242.03,6122475.84,1368.58,0.07,95.59,222.43,10.08,0.25,0.05,1542,342.35,707.75,iron
3,274346181,0,0,1,43.42,0.45,324.1,0.54,317.71,12.0,214.9,-48.32,0.816,0.056,0.684,0.045,735.91,16.35,5514.4,12476.52,1.19,0.04,1472.13,49.07,25399.82,41.44,-60.75,478663.43,6124592.14,1389.24,0.11,34.11,227.65,8.98,0.24,0.05,1298,245.37,418.82,iron
3,254841996,0,0,1,24.21,0.38,257.11,0.95,299.73,4.44,186.77,-58.28,0.72,0.05,0.604,0.04,694.22,11.98,4163.24,9404.99,1.04,0.03,4008.95,20.97,27073.22,43.27,-71.01,481195.5,6126271.6,1385.08,0.11,37.17,229.98,9.36,0.26,0.05,1292,684.38,834.03,iron
4,105294280,1,0,1,25.37,0.37,7.89,0.94,352.07,12.33,249.77,-28.12,2.303,0.154,1.983,0.129,709.21,8.02,4064.49,11040.6,3.35,0.05,-22572.33,54.53,17288.25,26.34,75.92,454655.67,6116424.52,1540.61,0.1,35.36,235.19,7.21,0.24,0.04,713,167.32,279.5,iron
1,786329287,0,0,1,57.71,0.52,287.16,0.95,316.25,-36.32,325.29,-75.44,2.858,0.21,2.453,0.177,834.81,28.39,6880.47,19342.11,3.96,0.13,-2492.23,134.95,-15435.02,170.18,-31.44,474804.6,6083772.72,1387.2,0.06,63.33,245.73,9.82,0.26,0.05,224,182.27,190.67,iron
3,253383232,0,0,1,25.83,0.44,203.07,0.71,331.05,13.54,230.25,-41.02,0.729,0.052,0.611,0.042,665.88,15.92,4610.21,10246.89,1.04,0.03,4263.99,28.75,25752.93,32.27,-67.55,481454.47,6124951.98,1383.62,0.09,48.71,232.43,9.87,0.26,0.05,1274,189.05,582.02,iron
2,47677822,1,0,1,29.96,0.47,77.08,0.66,12.91,23.04,253.22,-5.85,1.625,0.121,1.389,0.102,806.13,13.64,3324.77,11679.02,2.4,0.06,14867.18,35.2,3704.07,36.76,-48.11,492105.38,6102942.82,1370.17,0.09,42.88,229.66,9.01,0.25,0.05,1321,180.2,571.31,proton
3,983394662,1,0,1,58.95,0.53,322.05,1.22,338.15,-0.05,250.05,-46.67,1.237,0.087,1.044,0.072,755.43,26.64,7634.95,17203.26,1.72,0.06,-1637.21,143.74,25436.7,89.43,-53.32,475555.5,6124621.54,1396.91,0.1,19.15,240.77,8.5,0.24,0.05,1275,65.1,355.73,iron
1,610845096,0,0,1,48.4,0.59,119.69,0.8,258.96,65.14,175.7,8.31,0.822,0.06,0.689,0.049,679.32,19.48,6611.49,13654.1,1.19,0.05,-15707.75,60.9,-19784.01,79.07,-56.34,461606.72,6079394.93,1396.69,0.16,20.34,228.91,9.29,0.26,0.05,394,226.53,702.02,iron
2,312166727,0,0,1,36.26,0.59,139.28,0.97,305.75,54.24,194.52,-8.59,0.941,0.067,0.793,0.054,686.24,15.19,5110.75,15331.04,1.42,0.05,17657.35,55.9,7095.84,67.65,-62.31,494885.48,6106339.45,1365.8,0.12,34.21,221.58,8.84,0.26,0.05,996,73.01,190.06,iron
3,464360625,0,0,1,37.81,0.64,249.72,0.59,302.78,-4.68,192.47,-67.55,0.815,0.058,0.684,0.047,697.07,9.08,5146.1,11220.44,1.19,0.04,909.43,39.99,27646.48,89.84,-57.67,478095.99,6126834.98,1403.15,0.17,23.39,228.93,7.63,0.24,0.04,1281,124.54,200.46,iron
4,322315590,1,0,1,44.51,0.45,291.6,0.54,324.76,-27.94,290.33,-70.66,1.439,0.095,1.224,0.079,768.91,12.1,5168.99,13059.85,2.04,0.05,-24273.01,65.0,9505.24,52.66,62.97,452975.06,6108641.52,1516.72,0.15,22.05,238.3,7.48,0.24,0.05,666,20.65,106.32,iron
3,377701167,0,0,1,66.17,0.25,100.75,0.51,198.72,55.69,153.75,29.99,31.748,2.772,27.601,2.417,859.59,19.97,8473.08,30730.21,42.16,0.97,-7552.9,226.59,-7164.25,230.43,-5.28,469726.72,6092023.36,1402.57,0.04,105.19,260.5,8.36,0.17,0.05,110,440.99,489.5,proton
4,130302209,1,0,1,25.31,0.44,56.98,0.96,294.15,49.39,187.01,-13.08,1.956,0.136,1.68,0.114,712.78,10.9,3982.17,10449.16,2.79,0.06,-23165.25,48.0,18114.73,30.45,74.85,454061.29,6117250.23,1545.97,0.09,39.64,239.04,8.37,0.23,0.05,689,666.58,716.32,proton
4,378418181,0,1,1,47.7,0.42,158.57,0.72,243.93,30.32,144.24,-9.52,3.652,0.297,3.148,0.253,782.94,18.34,5529.9,17839.4,5.27,0.2,-12261.2,55.41,21444.55,90.16,-13.29,464951.11,6120603.5,1432.76,0.06,89.96,237.22,10.04,0.24,0.06,1781,328.2,474.13,iron
3,626541131,0,0,1,38.18,0.92,317.59,1.07,333.73,-3.76,249.8,-52.44,0.795,0.062,0.667,0.05,826.65,18.16,3917.2,14319.16,1.19,0.05,3716.38,68.01,22196.79,66.87,-57.04,480915.95,6121395.36,1384.36,0.1,41.8,222.49,9.41,0.27,0.05,1302,326.09,529.1,proton
3,683400996,0,0,1,34.77,0.47,157.08,0.71,324.17,43.42,208.81,-16.8,0.875,0.061,0.736,0.049,734.45,12.65,4492.16,10554.89,1.32,0.04,-2998.92,41.33,28596.86,40.73,-13.17,474186.64,6127775.78,1453.77,0.09,40.49,220.87,8.41,0.26,0.05,1485,25.38,621.86,iron
2,377426122,1,0,1,19.78,0.42,111.67,0.87,355.4,25.97,240.97,-16.73,2.063,0.143,1.774,0.12,687.92,8.69,3943.46,10014.64,3.17,0.06,13607.38,28.51,-10410.7,27.16,-48.82,490881.93,6088833.61,1374.08,0.07,63.4,222.21,8.83,0.24,0.05,581,184.75,470.5,iron
2,443485328,0,0,1,41.24,0.45,268.94,0.62,315.05,-19.51,250.98,-76.53,0.768,0.053,0.643,0.042,701.67,14.34,5518.16,11772.29,1.16,0.04,12404.66,38.93,-6969.38,45.02,-41.91,489671.25,6092269.47,1374.35,0.1,39.73,219.77,9.03,0.26,0.05,507,303.64,319.69,iron
2,879894962,0,0,1,41.53,0.77,158.83,0.72,327.29,45.97,210.01,-13.63,1.138,0.085,0.963,0.07,672.6,20.29,5861.52,15006.25,1.7,0.07,21611.42,94.1,7690.16,54.2,-81.97,498835.59,6106943.46,1359.16,0.09,40.34,224.19,10.43,0.26,0.06,782,159.95,466.96,iron
3,835586517,1,0,1,23.61,0.29,100.62,1.03,282.03,48.89,179.0,-11.72,1.374,0.101,1.171,0.084,765.14,11.01,3221.49,8562.42,2.09,0.04,9712.53,21.73,28211.38,21.53,-92.26,486892.56,6127421.55,1376.27,0.06,79.48,222.52,9.85,0.26,0.05,1392,8.86,658.98,proton
2,27392297,0,0,1,31.96,0.38,346.87,0.69,350.19,2.06,257.92,-35.96,0.901,0.066,0.759,0.054,672.78,19.19,4909.6,10464.34,1.3,0.04,18133.85,33.65,5582.09,26.48,-64.31,495365.82,6104827.86,1364.65,0.08,73.36,231.64,10.08,0.26,0.05,792,222.07,225.76,iron
3,984338498,0,0,1,33.46,0.47,301.59,1.65,330.27,-48.85,336.03,-59.73,1.699,0.134,1.453,0.114,821.25,16.85,3471.88,15388.59,2.45,0.09,7942.18,52.37,21663.25,61.63,-63.04,485139.06,6120874.43,1377.32,0.11,38.12,235.69,9.38,0.25,0.05,1531,152.51,390.89,proton
2,505964956,1,0,1,36.96,0.5,105.43,0.73,265.79,58.14,174.27,0.74,1.21,0.081,1.027,0.066,751.75,9.55,4570.35,12659.91,1.79,0.05,19351.0,35.32,4887.48,87.26,-63.63,496583.71,6104136.07,1366.5,0.15,24.01,226.71,7.42,0.28,0.04,793,352.29,549.13,iron
3,317431949,0,0,1,29.68,1.16,275.67,2.34,301.99,-1.59,190.67,-64.44,0.755,0.081,0.633,0.068,675.43,30.97,4755.95,12748.16,1.12,0.09,-1073.69,114.97,25293.4,90.37,-56.72,476120.13,6124479.17,1393.19,0.08,38.83,224.28,10.09,0.26,0.05,1296,621.55,668.43,iron
4,197509778,0,0,1,46.11,0.85,277.21,2.57,308.84,-18.47,226.22,-79.78,1.735,0.152,1.482,0.129,841.93,23.62,4792.61,24809.88,2.59,0.16,-26332.04,142.39,-5402.24,133.61,-2.21,450954.17,6093739.61,1453.21,0.14,28.9,226.87,9.32,0.26,0.05,970,250.73,557.06,proton
2,698410931,0,0,1,43.69,0.9,82.46,0.9,36.1,11.88,273.64,8.16,0.734,0.054,0.614,0.044,631.21,23.82,6691.67,14177.45,1.05,0.04,12993.9,85.16,737.5,112.87,-37.21,490240.57,6099972.26,1374.83,0.09,34.04,232.32,10.1,0.26,0.05,726,456.32,642.09,iron
3,735775636,0,0,1,62.28,0.39,344.54,1.37,26.05,-66.21,346.04,-27.4,2.628,0.185,2.25,0.155,718.8,24.99,8912.53,20300.74,4.02,0.12,-4360.74,233.36,20685.96,138.18,-27.09,472852.13,6119864.48,1411.02,0.06,36.32,221.67,7.93,0.27,0.05,1203,640.37,659.53,iron
1,832806556,0,0,1,44.23,0.61,125.42,0.8,264.71,60.14,174.89,2.71,1.141,0.087,0.965,0.072,766.71,21.54,5289.44,14354.64,1.67,0.07,-4159.96,46.7,-23151.18,92.58,-60.08,473158.07,6076055.58,1382.71,0.06,62.69,228.94,10.35,0.26,0.05,326,150.79,160.6,proton
3,732608885,0,0,1,47.93,0.56,338.86,0.97,2.81,-26.68,297.02,-37.15,1.045,0.083,0.881,0.068,660.97,25.98,6935.44,14817.63,1.52,0.06,-5082.91,116.77,23620.68,92.49,-36.48,472118.94,6122796.57,1410.72,0.05,55.81,230.48,10.71,0.26,0.05,1090,367.01,368.28,iron
1,980044954,1,0,1,42.87,0.19,248.65,1.04,309.74,-8.41,213.11,-70.21,2.088,0.166,1.791,0.141,665.62,24.62,6187.46,11590.1,3.1,0.1,-13129.92,68.18,-13170.24,35.48,-22.85,464168.35,6086009.41,1403.11,0.08,103.21,229.28,11.36,0.26,0.05,155,267.39,515.96,iron
2,606204329,1,0,1,26.37,0.25,295.91,0.94,339.35,-25.68,288.72,-57.46,1.428,0.104,1.218,0.087,733.74,13.38,3841.83,8518.86,2.12,0.04,20817.07,24.79,4573.54,22.01,-70.09,498049.31,6103827.12,1364.72,0.08,85.57,227.52,11.06,0.26,0.06,751,197.62,331.03,iron
3,718765095,0,0,1,43.14,1.39,356.22,1.11,351.57,14.42,247.63,-27.13,1.001,0.078,0.844,0.064,722.69,28.46,5557.48,16120.82,1.5,0.06,6681.84,164.91,21200.35,77.68,-57.71,483880.95,6120407.81,1380.91,0.08,49.05,223.62,9.32,0.26,0.05,1353,181.95,184.47,iron
1,541585554,0,0,1,45.65,0.72,40.28,1.34,1.79,42.72,231.84,-1.64,0.76,0.061,0.636,0.049,824.28,22.17,4866.82,15987.17,1.1,0.05,-7586.89,112.58,-21356.75,96.96,-49.74,469725.45,6077838.41,1386.98,0.17,23.91,229.75,10.66,0.25,0.05,312,672.99,840.13,proton
4,72737681,1,0,1,54.13,0.75,30.57,0.67,63.55,-44.86,335.27,-0.02,2.144,0.154,1.836,0.129,683.31,29.63,7643.52,20201.34,3.15,0.12,-19897.15,108.65,11155.19,129.83,54.39,457346.05,6110303.24,1497.03,0.13,23.24,231.61,9.21,0.24,0.06,1738,329.58,464.46,iron
3,732453320,0,0,1,41.57,0.49,295.4,0.84,323.31,-14.09,252.48,-66.96,1.061,0.076,0.896,0.062,720.9,16.11,5418.69,18001.41,1.56,0.06,14000.93,68.22,25256.05,66.85,-98.32,491185.97,6124478.71,1368.11,0.13,28.02,228.53,8.52,0.26,0.05,1559,327.5,643.99,iron
3,23142098,1,1,1,26.04,0.28,281.47,1.43,322.97,-4.35,236.38,-60.26,2.932,0.221,2.532,0.188,742.38,12.25,3715.19,14817.78,4.33,0.11,6285.54,38.64,21636.36,49.14,-57.71,483483.89,6120843.16,1380.92,0.09,36.32,232.42,9.19,0.22,0.05,1353,54.57,407.68,iron
3,97639530,0,0,1,27.15,0.43,230.37,0.83,306.22,9.81,198.23,-52.92,0.879,0.061,0.74,0.049,680.17,11.61,4505.98,8506.51,1.31,0.03,-2874.42,39.4,33214.2,21.63,35.33,474301.18,6132390.21,1521.49,0.11,37.33,224.82,9.75,0.25,0.05,1551,161.63,459.24,iron
4,835361453,0,0,1,46.25,0.9,305.12,0.59,333.41,-39.87,317.5,-61.76,1.777,0.135,1.518,0.114,700.34,26.64,6253.99,20057.54,2.59,0.11,-15313.83,66.42,17501.63,126.94,22.4,461908.19,6116656.27,1464.55,0.08,39.67,232.4,10.03,0.25,0.05,870,93.02,117.52,iron
1,771581628,0,0,1,52.37,0.88,128.72,1.56,21.64,38.75,243.53,8.6,0.76,0.06,0.635,0.049,726.9,34.38,6904.86,14216.55,1.12,0.05,-11866.66,146.52,-19882.99,128.86,-52.49,465446.5,6079303.97,1390.72,0.09,34.13,224.33,11.06,0.25,0.05,332,260.95,312.94,iron
3,441919495,0,0,1,46.26,1.07,210.73,0.9,324.0,13.67,222.11,-44.37,0.853,0.072,0.716,0.059,658.63,30.64,6722.41,17226.74,1.24,0.07,478.17,148.37,23320.93,120.87,-47.13,477678.3,6122512.86,1393.09,0.1,26.32,229.76,10.49,0.26,0.05,1301,540.44,813.75,iron
1,116345327,0,0,1,38.38,0.65,124.35,0.68,311.41,60.48,197.03,-2.12,0.837,0.06,0.703,0.049,958.63,12.59,2778.89,7466.87,1.18,0.03,-20229.03,30.39,-21383.25,74.19,-66.62,457093.91,6077782.26,1401.27,0.16,25.09,236.14,9.02,0.23,0.05,402,184.65,290.59,proton
3,149760110,1,0,1,57.79,0.69,25.31,1.52,47.07,-26.57,312.71,-0.54,1.025,0.075,0.861,0.061,721.11,34.88,7929.11,17229.57,1.45,0.05,9888.11,149.56,27495.68,136.95,-86.39,487062.28,6126703.82,1375.55,0.1,22.36,235.66,9.06,0.24,0.05,1381,573.45,914.38,proton
3,967109002,1,0,1,39.62,0.61,253.06,0.42,318.1,-13.44,241.85,-70.3,9.704,0.771,8.429,0.667,750.68,16.12,4876.93,22366.81,13.79,0.35,25068.67,36.28,29741.49,80.52,-166.02,502234.68,6128987.62,1355.81,0.07,61.46,242.92,7.96,0.2,0.05,1669,421.23,421.27,iron
1,209634090,0,1,1,56.45,0.35,252.32,1.18,286.61,-25.73,104.63,-75.33,3.821,0.307,3.288,0.261,765.01,16.6,7158.45,18081.79,5.73,0.16,-4789.39,196.84,-5661.93,154.72,-5.79,472484.26,6093532.53,1398.98,0.05,112.23,227.61,10.1,0.26,0.05,107,102.37,221.87,proton
4,274994012,0,0,1,59.82,0.43,132.39,1.15,282.69,75.57,187.77,13.51,2.032,0.149,1.734,0.125,706.7,22.44,8379.34,17134.92,3.08,0.09,-14230.95,111.39,18752.85,229.05,11.86,462986.73,6117909.96,1455.96,0.05,59.06,223.46,9.86,0.25,0.05,1472,3.83,324.89,iron
3,914344159,0,0,1,42.74,0.66,265.91,0.83,300.46,-14.7,181.85,-77.35,0.948,0.066,0.798,0.053,689.84,12.79,5865.18,11114.24,1.37,0.04,6711.29,49.76,29179.63,84.86,-76.7,483890.68,6128383.22,1392.72,0.21,23.43,230.39,8.39,0.28,0.05,1114,281.96,287.45,iron
3,89035171,0,0,1,28.39,0.33,195.68,0.97,345.46,5.46,250.93,-37.55,1.044,0.08,0.883,0.066,742.21,15.48,3890.17,10591.33,1.54,0.05,14418.23,25.53,31333.47,32.24,-93.18,491587.23,6130554.01,1400.63,0.06,82.46,227.35,10.67,0.26,0.05,1144,104.85,488.29,iron
2,710706554,0,0,1,49.08,0.48,159.41,0.53,298.79,53.55,190.37,-9.24,0.691,0.05,0.576,0.04,835.04,19.75,5299.12,13154.11,1.01,0.04,18788.9,46.5,4072.01,57.15,-63.63,496022.53,6103320.94,1366.48,0.14,26.53,226.6,9.94,0.29,0.06,793,294.9,367.6,proton
1,801415105,0,0,1,54.25,0.35,133.22,0.91,333.62,68.46,203.78,8.23,0.972,0.065,0.816,0.052,732.81,18.08,7130.08,13634.68,1.39,0.04,-11457.38,69.27,-20780.34,69.71,-52.49,465859.67,6078406.07,1390.72,0.1,32.98,233.08,7.81,0.26,0.04,332,285.0,319.94,iron
2,907668764,0,0,1,27.89,0.48,146.27,1.52,0.89,19.11,249.87,-17.27,2.018,0.147,1.733,0.124,704.33,11.94,4297.5,16618.59,3.1,0.09,13170.09,56.27,7578.86,60.77,-45.16,490399.95,6106810.77,1372.16,0.1,40.91,221.77,8.37,0.28,0.04,1237,397.82,657.04,iron
2,701648017,1,1,1,50.78,0.32,214.5,0.9,331.81,6.43,236.89,-46.34,3.756,0.283,3.237,0.24,644.91,20.54,7486.84,13220.62,5.14,0.11,16240.99,56.93,-2389.69,28.14,-50.51,493492.07,6096855.22,1372.2,0.24,22.97,249.07,9.14,0.33,0.05,742,285.57,449.26,iron
3,870036418,0,0,1,50.61,0.44,58.68,1.03,15.59,49.71,231.7,10.15,2.381,0.18,2.044,0.152,719.7,15.21,6681.91,17037.61,3.65,0.12,-14994.07,106.98,23967.49,142.14,-15.43,462210.89,6123117.47,1446.07,0.05,97.75,221.96,10.57,0.26,0.05,1661,245.73,406.86,iron
4,932315016,1,0,1,23.94,0.34,93.36,0.81,328.46,48.26,209.87,-11.21,1.946,0.14,1.671,0.118,763.26,10.64,3385.74,7459.45,2.8,0.05,-24581.93,28.48,13939.71,16.96,85.64,452655.09,6113073.37,1549.29,0.07,63.16,237.04,10.23,0.24,0.05,1810,162.66,241.2,proton
