id,gpsnanotime,hdSpectrumEye,hdCalibEye,hdXmaxEye,theta,dtheta,phi,dphi,l,b,ra,dec,totalEnergy,dtotalEnergy,calEnergy,dcalEnergy,xmax,dxmax,heightXmax,distXmax,dEdXmax,ddEdXmax,x,dx,y,dy,z,easting,northing,altitude,cherenkovFraction,minViewAngle,uspL,duspL,uspR,duspR,hottestStationId,distSdpStation,distAxisStation,particle_type
2,98944687,0,0,1,39.48,0.61,98.48,0.9,100.0,-56.7,0.48,3.95,0.743,0.054,0.622,0.043,684.28,16.15,5441.08,14923.35,1.09,0.04,15048.91,68.12,4490.37,72.27,-48.11,492285.17,6103728.29,1370.16,0.14,28.74,225.52,9.06,0.24,0.05,1321,412.89,439.03,iron
3,854083777,1,1,1,46.14,0.23,267.78,0.44,310.41,-33.5,329.29,-80.94,3.245,0.209,2.797,0.175,791.76,9.45,5192.01,10523.32,4.87,0.08,-3589.87,30.67,32105.49,22.2,26.67,473588.62,6131282.07,1506.74,0.13,31.92,228.1,5.08,0.22,0.05,1550,193.16,557.78,iron
3,478463151,1,0,1,43.7,0.39,302.26,0.55,281.54,-48.03,45.7,-63.28,1.103,0.075,0.932,0.062,704.71,14.34,5760.92,12317.7,1.6,0.04,-5390.53,38.7,28982.26,47.29,7.47,471797.03,6128153.98,1476.25,0.09,47.11,230.65,8.86,0.27,0.05,1552,110.44,158.1,iron
3,414366960,1,0,1,19.56,0.42,341.2,1.28,254.46,-70.26,31.83,-38.94,1.837,0.138,1.577,0.117,874.81,11.4,1946.76,7021.31,2.77,0.06,8909.0,34.53,30611.3,28.75,-77.18,486082.8,6129818.7,1401.01,0.09,42.3,225.84,7.74,0.26,0.04,1369,364.38,365.84,proton
3,287340861,1,1,1,30.48,0.28,38.34,0.75,89.78,-74.29,4.09,-13.73,4.494,0.32,3.889,0.273,775.52,9.15,3636.94,11835.67,6.66,0.11,153.72,30.83,22661.2,22.18,-47.13,477353.28,6121851.27,1393.01,0.07,82.58,231.57,7.99,0.26,0.05,1301,496.2,515.18,iron
1,332046970,1,0,1,47.64,0.42,273.13,0.59,304.8,-34.25,0.65,-82.7,1.115,0.077,0.942,0.063,856.35,15.59,4722.39,11844.93,1.63,0.05,-7040.99,32.06,-25000.69,56.53,-74.67,470283.21,6074197.85,1380.73,0.09,51.53,229.22,8.17,0.24,0.05,302,338.55,404.56,proton
3,751172505,1,0,1,30.49,0.48,309.69,0.85,288.53,-61.32,24.71,-54.46,1.271,0.096,1.08,0.08,820.97,14.09,3218.52,10866.47,1.89,0.05,13296.29,48.71,33047.76,29.36,-80.71,490461.47,6132264.82,1418.08,0.11,38.05,226.2,9.24,0.26,0.05,1135,151.17,167.06,proton
1,928568721,0,0,1,40.72,0.44,359.39,0.57,24.14,-52.72,330.91,-26.44,0.959,0.065,0.808,0.052,709.3,11.29,5360.23,11139.35,1.46,0.04,-12053.46,49.64,-22982.27,39.97,-64.42,465267.83,6076204.97,1387.67,0.18,25.03,219.96,8.13,0.28,0.05,343,149.68,274.76,iron
2,393407311,0,0,1,33.59,0.56,145.59,0.65,17.72,1.01,274.87,-13.03,0.984,0.069,0.831,0.056,768.97,9.9,4009.35,9337.19,1.46,0.04,16380.83,54.11,263.54,50.99,-52.61,493626.05,6099508.79,1369.73,0.16,27.73,225.55,8.98,0.26,0.05,762,433.15,481.55,iron
4,685216581,0,0,1,47.97,0.55,44.39,1.03,186.22,-37.35,58.16,2.37,1.949,0.154,1.669,0.13,789.89,17.43,5496.03,20439.62,2.79,0.13,-21182.73,121.97,26437.44,127.35,8.09,456017.21,6125568.12,1493.69,0.19,22.8,237.21,8.99,0.24,0.05,1032,755.29,1031.06,iron
3,484440447,1,0,1,36.42,0.28,48.42,1.25,47.44,-37.21,322.07,-5.64,1.431,0.109,1.219,0.092,658.74,21.41,5551.63,10311.01,2.13,0.05,-3680.95,52.85,24682.64,42.23,-48.38,473516.82,6123862.85,1402.23,0.07,96.24,227.11,9.86,0.25,0.05,1094,28.46,471.41,iron
2,88940020,0,0,1,35.78,0.73,63.96,1.71,121.62,-65.05,12.31,-2.19,0.731,0.061,0.612,0.05,681.01,19.9,5227.96,14210.79,1.1,0.05,23293.19,96.04,6186.67,84.86,-89.97,500520.71,6105446.5,1357.59,0.11,30.23,220.81,9.45,0.26,0.05,774,241.82,630.38,iron
1,333828871,0,0,1,29.92,0.48,146.42,0.84,108.95,-78.67,10.03,-16.11,0.667,0.048,0.558,0.039,651.98,15.93,5053.72,11137.17,0.99,0.03,-21384.18,38.2,-19202.21,50.22,-57.04,455934.08,6079959.03,1407.36,0.12,35.52,223.69,9.39,0.26,0.05,366,16.93,190.18,iron
4,866501129,0,0,1,70.29,0.24,232.38,1.63,299.41,9.21,187.01,-53.5,11.607,0.899,9.991,0.772,738.41,26.91,10790.52,29536.88,16.33,0.37,-14713.72,174.44,7538.71,332.73,16.82,462531.79,6106699.1,1438.98,0.08,23.08,242.33,5.81,0.3,0.04,1746,242.22,431.22,iron
4,961523760,1,0,1,39.41,0.59,281.17,0.71,314.31,-41.81,343.37,-72.62,1.359,0.099,1.155,0.082,684.86,12.71,5531.53,15015.96,1.93,0.07,-27515.02,58.97,4647.38,113.84,45.35,449747.57,6103776.03,1510.0,0.16,22.84,237.65,8.23,0.24,0.05,632,157.84,984.83,iron
2,494137058,1,0,1,32.51,0.48,9.25,0.76,217.69,-54.92,51.89,-24.56,1.075,0.079,0.91,0.065,685.24,18.12,4837.5,10717.97,1.56,0.04,16228.52,42.77,4581.91,34.45,-52.92,493463.44,6103823.56,1368.94,0.08,66.13,230.71,10.09,0.26,0.05,775,189.66,292.52,iron
4,788564845,1,0,1,45.71,0.31,238.81,0.76,329.86,-39.33,318.33,-64.52,1.448,0.103,1.232,0.086,678.71,16.47,6368.63,10663.0,2.11,0.05,-28172.56,33.2,9751.24,42.0,65.06,449075.58,6108875.46,1537.62,0.17,31.72,231.14,8.33,0.27,0.05,599,479.26,622.8,iron
3,32166074,0,0,1,31.67,0.45,243.54,0.7,310.11,-55.86,4.6,-60.81,0.837,0.061,0.704,0.049,673.83,15.73,4898.41,8946.36,1.27,0.03,10536.87,30.32,31110.12,30.16,-78.15,487708.13,6130319.35,1409.78,0.11,54.12,219.85,9.42,0.25,0.05,1141,534.82,553.98,iron
1,868928802,1,0,1,35.67,0.17,302.01,0.78,283.09,-52.16,38.19,-60.88,2.454,0.177,2.112,0.15,755.98,10.48,4341.11,9879.08,3.72,0.07,-22606.52,30.1,-16711.13,21.39,-47.01,454706.14,6082445.46,1415.29,0.08,95.29,225.14,10.06,0.24,0.05,393,174.15,388.28,iron
1,681920310,0,0,1,61.06,0.43,286.16,1.14,286.17,-30.75,85.0,-74.91,3.007,0.241,2.579,0.204,719.84,25.47,8546.76,21188.48,4.43,0.16,-1876.92,206.01,-12974.41,227.44,-27.68,475414.58,6086229.13,1387.77,0.05,56.19,230.84,9.5,0.27,0.05,231,331.09,494.31,iron
4,703277458,1,0,1,29.64,0.39,12.56,0.65,138.09,-87.17,13.67,-24.39,1.608,0.111,1.375,0.093,703.64,10.42,4390.29,10672.77,2.5,0.05,-26933.0,30.53,6685.42,36.13,51.32,450324.8,6105817.52,1513.89,0.08,46.97,218.2,8.05,0.27,0.04,628,187.55,521.64,iron
3,593334605,1,0,1,44.87,0.59,123.11,0.56,66.72,-40.72,333.68,4.45,2.16,0.158,1.854,0.134,764.55,18.29,5228.68,14977.19,3.33,0.11,-8292.68,50.12,27659.7,67.89,17.5,468899.87,6126825.17,1482.86,0.09,55.41,221.05,9.87,0.26,0.05,992,120.63,466.25,proton
3,823152824,0,0,1,52.59,0.73,344.94,0.6,232.09,-40.38,70.13,-31.19,3.079,0.244,2.649,0.207,757.82,27.9,6433.46,24952.52,4.44,0.21,15929.64,122.45,20897.29,123.0,-87.06,493123.76,6120128.27,1366.91,0.18,24.22,236.81,9.41,0.25,0.05,1389,146.54,370.34,iron
3,369117005,0,0,1,46.93,0.63,236.04,0.88,333.9,-33.45,303.8,-62.63,0.909,0.071,0.764,0.059,674.74,20.59,6328.75,18744.54,1.36,0.08,-6767.4,100.81,26879.36,92.75,-19.2,470426.86,6126050.72,1439.78,0.19,23.09,223.11,9.69,0.24,0.05,982,140.04,358.03,iron
3,810768457,0,0,1,65.6,0.17,139.67,0.54,79.11,-36.55,337.86,14.14,11.209,0.814,9.677,0.7,821.46,12.66,8412.67,19839.33,15.72,0.22,1648.95,143.66,12318.06,79.78,-17.77,478874.43,6111517.63,1393.9,0.05,46.83,243.99,4.39,0.28,0.03,1525,233.66,487.28,proton
1,959709599,0,0,1,30.06,0.4,236.48,1.07,327.06,-54.69,346.92,-57.31,1.25,0.098,1.062,0.082,737.53,17.39,4042.92,11612.88,1.82,0.06,-18681.41,45.23,-14806.74,26.41,-37.57,458623.24,6084357.75,1409.24,0.07,82.54,231.98,10.3,0.25,0.05,397,494.14,527.49,iron
3,710728256,0,0,1,30.43,0.54,234.43,0.97,327.29,-55.9,348.22,-56.32,0.719,0.056,0.602,0.045,780.69,17.93,3621.97,10110.19,1.04,0.04,3113.07,28.83,26134.54,59.76,-71.01,480301.7,6125329.28,1385.03,0.12,33.94,229.32,11.03,0.24,0.06,1292,208.13,364.37,proton
4,658918438,1,0,1,41.7,0.19,90.83,1.02,59.14,-30.0,321.42,6.45,2.283,0.169,1.962,0.143,724.04,14.43,5364.71,12359.94,3.39,0.09,-30036.38,67.11,-62.15,26.94,50.67,447239.06,6099064.39,1519.52,0.08,101.56,229.49,10.43,0.26,0.05,1078,459.52,583.35,iron
2,20661686,1,0,1,35.07,0.51,259.18,0.6,324.79,-37.33,317.33,-68.96,1.574,0.115,1.344,0.096,735.85,14.03,4522.11,12630.84,2.36,0.07,9895.32,33.79,-1215.81,51.37,-28.76,487148.92,6098013.31,1379.34,0.08,56.27,226.22,9.22,0.26,0.05,709,309.45,339.67,iron
3,762786645,1,0,1,26.66,0.49,219.78,0.75,337.94,-61.67,348.68,-48.36,1.194,0.086,1.014,0.071,698.79,10.55,4194.52,7104.43,1.85,0.04,-1409.8,40.21,33122.19,18.14,21.19,475765.04,6132301.79,1506.75,0.15,35.97,217.84,10.14,0.25,0.05,1478,49.77,389.68,iron
4,183990491,1,1,1,36.69,0.33,108.98,0.47,56.19,-37.49,326.06,0.07,2.526,0.172,2.175,0.145,745.96,9.44,4530.74,11210.48,3.87,0.08,-21199.04,27.93,17201.74,31.42,65.28,456027.43,6116342.14,1524.72,0.07,56.99,223.18,7.57,0.26,0.05,847,173.11,194.91,iron
2,154531578,0,0,1,39.5,0.6,64.68,1.03,193.76,-30.2,67.61,1.33,0.934,0.074,0.787,0.061,678.84,24.52,5530.11,11301.46,1.39,0.05,9716.33,41.81,-6690.62,83.45,-33.68,486983.97,6092541.85,1377.51,0.07,74.75,224.45,11.05,0.25,0.05,508,517.17,603.51,iron
3,598178715,0,1,1,47.01,0.93,346.74,0.78,237.35,-25.71,88.09,-31.96,4.658,0.402,4.023,0.344,870.0,27.05,4675.33,19841.72,6.99,0.31,-6832.1,116.64,17385.65,74.35,-12.42,470384.49,6116561.61,1414.42,0.07,76.08,228.07,10.55,0.28,0.05,1198,308.99,341.61,proton
1,26557485,1,0,1,45.9,0.32,37.9,0.52,187.28,-44.41,52.99,-2.52,1.158,0.079,0.979,0.065,700.61,14.55,6186.27,12245.98,1.67,0.05,-20805.35,37.57,-19128.77,36.24,-57.04,456513.63,6080035.14,1407.39,0.14,32.71,232.21,8.54,0.29,0.05,366,409.35,574.33,iron
4,997042191,0,0,1,49.34,0.82,231.66,0.75,320.9,-54.63,352.24,-59.53,1.287,0.098,1.091,0.081,734.46,25.25,6282.86,19622.9,1.94,0.09,-32083.27,94.86,617.27,105.56,71.41,445189.72,6099737.16,1554.93,0.17,28.93,222.71,9.66,0.25,0.05,1053,463.5,476.08,iron
3,656298933,1,0,1,33.63,0.45,33.98,0.76,222.04,-10.75,97.26,-12.91,1.097,0.075,0.928,0.062,742.19,11.72,4284.31,10764.26,1.59,0.04,12303.91,57.84,32500.94,30.49,-73.05,489471.99,6131715.78,1422.9,0.13,35.99,231.65,7.95,0.24,0.04,1129,215.65,704.53,iron
4,471106153,1,0,0,46.77,0.77,69.74,0.77,193.71,-14.97,80.51,9.51,1.061,0.076,0.895,0.062,677.79,21.56,6414.16,13809.13,1.62,0.06,-21795.67,50.65,15354.46,102.87,66.68,455435.04,6114491.08,1519.68,0.12,32.75,219.85,9.18,0.25,0.05,918,413.19,647.1,iron
4,634783004,1,1,1,33.18,1.06,10.36,1.93,233.38,-12.44,100.6,-23.69,4.301,0.429,3.72,0.369,908.63,23.88,2676.14,17108.15,6.43,0.36,-17182.97,57.53,7704.67,64.91,24.28,460063.87,6106860.2,1450.45,0.11,47.52,229.54,9.89,0.27,0.05,1724,472.48,777.49,proton
3,798390158,0,0,1,27.7,0.56,170.3,1.25,215.86,-69.87,35.42,-26.35,0.647,0.049,0.54,0.039,696.2,23.12,4359.32,9189.62,0.94,0.03,8325.98,40.81,26489.58,33.17,-82.41,485511.47,6125697.87,1377.39,0.08,75.16,227.95,9.52,0.26,0.05,1384,348.48,356.34,iron
3,433314402,0,0,1,47.38,0.64,206.4,1.33,257.17,-67.86,33.83,-41.02,0.934,0.08,0.786,0.066,702.34,20.5,6338.58,20179.28,1.39,0.09,-8766.02,140.25,27573.71,122.59,34.84,468425.43,6126737.37,1502.23,0.25,21.87,223.94,9.73,0.27,0.05,994,433.13,493.91,iron
1,215351410,1,0,1,32.33,0.6,84.75,0.77,166.58,-58.78,33.86,-3.22,1.366,0.099,1.163,0.082,714.65,15.0,4492.47,12849.58,2.02,0.06,-8960.31,44.87,-20996.85,44.72,-50.88,468354.66,6078195.47,1387.59,0.12,41.63,228.02,9.52,0.25,0.05,307,350.54,616.42,iron
2,85644372,1,0,1,41.48,0.44,78.55,0.6,194.25,-21.5,75.19,5.63,2.28,0.15,1.959,0.125,744.11,8.85,5105.77,10415.87,3.64,0.07,18807.28,30.92,1563.66,57.73,-61.12,496048.66,6100814.62,1367.82,0.22,25.0,213.86,6.28,0.21,0.05,758,323.64,340.91,iron
2,640367366,1,0,1,27.31,0.42,204.64,0.67,246.28,-42.89,68.27,-41.98,1.671,0.116,1.43,0.098,757.99,10.6,3616.44,10437.09,2.47,0.05,14352.86,34.18,1650.43,32.55,-45.07,491596.26,6100889.08,1371.92,0.1,46.74,229.71,8.3,0.25,0.04,733,197.64,252.61,proton
3,717671784,0,0,1,56.44,0.68,182.51,1.76,188.55,-75.23,27.2,-20.32,0.769,0.061,0.642,0.049,722.68,33.01,7663.92,15689.78,1.1,0.05,4275.89,225.83,23815.35,69.42,-60.57,481470.5,6123015.17,1385.23,0.08,32.23,231.45,10.53,0.25,0.05,1310,511.75,523.19,iron
1,266190680,0,0,1,48.12,0.6,104.99,0.59,145.81,-48.66,28.05,11.49,1.93,0.142,1.652,0.12,680.02,19.73,6692.24,18524.26,2.83,0.1,-6388.62,78.73,-18490.23,91.94,-44.66,470918.08,6080710.48,1387.14,0.1,34.67,232.08,8.51,0.23,0.05,304,321.36,399.06,iron
1,59115542,1,0,1,35.08,0.34,160.41,0.46,145.92,-80.67,16.69,-18.49,2.768,0.193,2.386,0.163,818.47,10.27,3665.25,10296.03,3.99,0.07,-13147.85,26.64,-18411.02,25.01,-42.63,464164.51,6080770.28,1395.7,0.08,59.29,237.5,7.7,0.22,0.04,125,310.09,682.98,iron
4,121172610,1,0,1,38.09,0.28,129.82,0.83,190.05,-43.89,54.57,-3.83,1.357,0.099,1.154,0.083,726.98,16.51,4930.37,10336.98,2.05,0.05,-28236.96,40.62,3346.56,26.36,48.77,449026.9,6102479.34,1515.76,0.08,93.76,223.81,10.17,0.25,0.05,637,296.82,984.48,iron
1,958334207,1,0,1,37.06,0.48,66.29,0.7,219.09,10.2,114.73,-0.76,1.403,0.101,1.195,0.084,744.24,15.5,4680.0,15232.62,2.0,0.07,-7179.3,57.42,-20715.08,48.74,-49.74,470133.66,6078482.35,1386.9,0.13,32.6,236.68,8.39,0.24,0.05,312,295.22,307.2,iron
3,575565477,0,0,1,39.2,0.85,223.55,2.29,265.85,-50.99,52.24,-53.25,0.639,0.055,0.533,0.045,690.45,24.11,5508.92,15585.91,0.95,0.05,-4969.6,131.71,26840.57,132.17,-31.89,472223.45,6126015.88,1425.57,0.12,27.95,223.79,9.67,0.26,0.05,1089,116.46,557.86,iron
2,320816779,1,1,1,51.58,0.33,218.09,0.52,273.22,-63.5,32.5,-48.85,4.703,0.326,4.058,0.276,728.78,13.33,6693.58,17041.33,7.1,0.16,14368.58,79.51,9657.83,48.17,-57.24,491591.78,6108891.43,1366.64,0.07,47.09,226.29,5.86,0.31,0.04,1707,104.23,294.24,iron
1,8622765,1,0,1,27.47,0.38,40.15,0.88,239.42,14.27,128.51,-15.79,1.872,0.129,1.606,0.109,677.48,9.19,4508.05,11253.26,2.95,0.07,-10851.09,46.85,-21677.41,39.51,-56.96,466466.88,6077512.1,1389.22,0.13,33.6,216.3,9.24,0.26,0.06,341,91.57,100.44,iron
1,139008481,1,0,1,35.76,0.33,235.19,0.78,311.86,-57.02,3.29,-59.44,1.252,0.092,1.063,0.077,726.49,15.86,4652.3,10009.33,1.89,0.05,-18227.76,38.82,-16020.77,24.22,-41.19,459079.75,6083145.76,1406.56,0.08,86.0,223.36,10.25,0.26,0.05,415,170.44,357.45,iron
2,675372217,0,0,1,36.56,0.67,195.34,1.4,249.46,-72.71,30.12,-36.36,0.712,0.055,0.595,0.044,705.8,17.76,4961.59,14513.49,1.07,0.05,10439.66,89.24,-6882.85,64.74,-32.64,487708.16,6092351.61,1378.33,0.15,29.36,219.86,10.04,0.26,0.05,571,843.14,859.76,iron
3,392554412,0,0,1,33.1,0.57,356.05,0.64,251.61,5.31,128.08,-30.77,0.966,0.075,0.815,0.062,711.73,20.93,4553.69,12801.04,1.45,0.06,7855.01,43.46,24329.82,39.99,-71.89,485044.6,6123538.39,1377.68,0.1,47.43,223.76,10.85,0.25,0.05,1403,98.28,515.1,iron
2,765204516,0,0,1,36.99,0.57,318.36,1.45,275.07,-0.02,143.62,-51.91,0.971,0.076,0.819,0.063,721.17,26.0,4824.11,10546.12,1.44,0.05,18467.78,82.82,6945.36,41.5,-68.22,495696.8,6106190.23,1364.29,0.06,88.67,225.43,10.03,0.26,0.05,778,603.5,610.0,iron
2,818801076,1,0,1,16.55,0.31,359.0,1.85,254.66,4.18,129.14,-33.89,1.184,0.092,1.006,0.077,647.75,21.05,4299.28,7467.01,1.78,0.04,14386.19,22.97,-2117.15,23.89,-41.86,491639.02,6097124.05,1373.63,0.09,76.51,224.86,10.84,0.25,0.05,729,244.51,490.84,iron
3,236917473,1,0,1,43.77,0.39,122.81,0.57,160.59,-52.84,34.56,3.57,1.147,0.081,0.97,0.066,709.85,16.57,5762.5,11873.46,1.64,0.05,-4794.65,40.57,28246.14,46.4,-18.54,472395.25,6127418.56,1443.83,0.09,51.55,234.49,9.33,0.27,0.05,1486,272.08,415.05,iron
4,666602772,0,0,1,55.82,0.66,142.83,1.41,200.69,-12.45,86.16,4.93,1.991,0.17,1.701,0.144,669.27,35.03,8085.46,14665.01,2.97,0.11,-13215.17,158.49,16595.42,265.93,9.92,464009.84,6115754.25,1443.66,0.05,83.51,227.29,10.46,0.25,0.05,871,379.86,417.92,iron
4,753766663,1,0,1,31.96,0.52,300.64,0.86,279.49,-6.25,141.75,-59.47,2.704,0.197,2.332,0.167,769.17,11.56,3873.89,13011.45,4.09,0.09,-33861.56,37.69,3491.3,69.28,76.73,443406.83,6102608.61,1565.62,0.1,37.64,225.86,8.01,0.28,0.04,627,294.5,999.66,iron
2,931169847,1,0,1,25.98,0.42,176.44,0.98,240.63,-11.51,104.85,-29.76,1.923,0.144,1.651,0.122,740.67,11.78,3713.2,12069.15,2.96,0.08,12853.04,45.51,1691.59,40.18,-40.65,490097.27,6100926.58,1373.08,0.1,41.27,221.26,9.89,0.26,0.05,714,165.81,248.75,iron
4,301389340,1,0,1,41.14,0.39,118.67,0.52,217.99,14.71,118.23,2.29,1.305,0.09,1.108,0.075,766.98,13.95,4848.79,11904.97,1.81,0.05,-23009.88,37.09,21191.63,38.16,57.15,454206.86,6120326.34,1536.55,0.08,45.93,242.4,8.61,0.24,0.05,1024,337.37,557.2,iron
4,33142637,1,0,0,23.63,0.36,311.74,1.25,284.42,8.02,163.2,-50.54,1.229,0.096,1.045,0.08,780.85,14.12,3187.12,9294.23,1.84,0.06,-24849.31,35.97,10330.04,29.84,62.97,452395.99,6109465.79,1516.78,0.12,38.9,225.16,9.6,0.27,0.05,666,333.47,798.85,proton
2,785532897,1,0,1,49.21,0.73,142.48,0.6,198.97,-25.33,74.16,-0.06,2.408,0.171,2.068,0.144,759.42,22.16,6137.52,20074.32,3.48,0.13,6842.92,89.34,-4442.57,99.14,-21.73,484106.77,6094780.92,1383.26,0.24,25.96,235.99,8.13,0.25,0.05,647,276.33,564.31,iron
1,767331292,0,0,1,31.16,0.55,347.41,0.97,321.87,23.62,214.44,-36.06,0.707,0.053,0.592,0.043,714.56,17.68,4432.16,11147.35,1.01,0.04,-9203.71,67.29,-26604.7,33.75,-81.83,468126.47,6072591.74,1381.74,0.16,31.42,232.2,10.51,0.24,0.06,325,200.4,307.37,iron
1,26759347,0,0,1,30.06,0.65,130.25,0.97,269.59,45.89,169.93,-10.96,0.663,0.053,0.554,0.043,673.79,23.63,4804.56,10728.23,0.98,0.04,-15472.7,41.57,-18722.36,47.43,-49.04,461840.32,6080454.02,1398.04,0.13,44.77,224.44,11.45,0.26,0.06,405,106.79,263.19,iron
3,374034656,1,0,1,26.55,0.36,245.27,0.66,266.06,-32.6,84.06,-57.72,1.506,0.105,1.286,0.088,746.2,10.04,3738.4,8145.65,2.25,0.04,10033.96,25.11,30869.01,21.34,-86.08,487207.51,6130080.0,1394.31,0.1,54.26,226.73,9.32,0.26,0.05,1359,351.32,555.97,iron
3,730105830,0,0,1,36.77,0.21,183.74,1.15,233.41,-28.41,83.9,-29.39,1.28,0.096,1.088,0.08,681.27,19.51,5337.95,11310.64,1.9,0.05,17114.26,24.15,34824.43,58.04,-89.24,494275.79,6134049.7,1425.25,0.08,97.24,227.26,10.19,0.26,0.05,1147,633.16,641.65,iron
1,416353946,0,1,1,51.02,0.7,115.62,1.77,215.58,32.25,133.11,12.04,3.392,0.326,2.921,0.279,728.21,20.28,6663.44,30574.55,4.98,0.37,-26900.52,165.16,-5285.27,190.62,1.72,450384.36,6093857.09,1463.45,0.21,23.67,232.72,9.43,0.25,0.05,942,739.54,820.19,iron
4,416291956,0,1,1,50.95,0.19,114.38,0.78,215.73,33.2,134.05,12.32,3.602,0.267,3.104,0.226,751.66,13.63,6410.71,15705.44,5.17,0.13,-27034.72,91.61,-5316.07,42.07,1.72,450250.7,6093825.32,1463.44,0.07,109.31,238.03,9.54,0.27,0.05,942,511.88,696.99,iron
4,350324032,0,0,1,61.34,0.24,233.39,0.7,266.93,-33.41,82.49,-58.44,3.522,0.242,3.024,0.203,783.53,16.88,8104.95,18228.83,4.71,0.11,-19138.0,60.03,8628.15,101.95,36.57,458109.34,6107779.11,1470.6,0.09,34.08,254.43,6.39,0.27,0.04,1732,146.48,256.25,proton
4,568356946,1,0,0,43.54,0.47,29.67,0.53,342.51,46.69,219.05,-7.97,1.164,0.08,0.985,0.066,750.49,14.19,5348.17,12764.29,1.76,0.05,-23402.07,45.16,9506.87,44.74,58.24,453843.78,6108644.98,1506.45,0.11,34.81,222.56,8.5,0.27,0.05,672,279.93,413.29,proton
2,106549373,0,1,1,48.17,0.36,154.06,0.92,239.64,29.99,141.67,-6.81,4.332,0.321,3.739,0.273,725.78,12.6,6244.92,26005.66,6.35,0.22,2561.72,121.32,1802.52,89.14,-9.94,479812.26,6101011.54,1390.83,0.21,21.82,233.74,7.26,0.24,0.04,1019,52.1,74.95,iron
2,816748183,1,0,1,42.35,0.44,235.0,0.78,278.76,-9.8,135.5,-61.37,2.249,0.154,1.931,0.13,752.01,11.71,5175.58,17432.05,3.24,0.09,10859.05,78.19,-13095.93,68.2,-47.85,488142.59,6086143.92,1373.85,0.17,24.86,236.5,7.06,0.26,0.04,566,391.57,423.0,iron
2,366902695,1,0,1,42.61,0.58,64.88,0.34,297.56,67.19,190.78,4.41,12.045,0.914,10.473,0.792,800.49,15.08,4685.08,20565.79,16.99,0.33,5862.66,51.64,6773.15,63.04,-20.88,483098.66,6105987.37,1385.38,0.09,49.9,244.71,6.8,0.24,0.04,1499,10.4,265.25,iron
3,366910125,0,0,1,43.04,0.61,61.12,1.22,304.06,66.73,193.31,3.86,11.442,1.099,9.945,0.956,774.85,18.03,4997.73,25593.82,16.8,0.67,5811.92,132.53,6869.88,53.24,-20.88,483047.69,6106083.86,1385.37,0.05,103.43,234.92,9.75,0.25,0.05,1499,149.57,177.12,iron
4,775591987,0,0,1,48.46,0.69,64.16,0.58,345.96,67.35,208.32,9.81,1.317,0.098,1.117,0.082,663.12,22.49,6932.84,19048.39,1.96,0.09,-19833.69,93.8,20411.12,96.26,42.03,457383.44,6119550.96,1504.25,0.14,23.86,225.88,8.98,0.25,0.05,915,315.1,315.84,iron
4,742434194,1,0,1,47.05,0.39,11.33,0.56,353.44,29.04,237.4,-15.87,1.422,0.093,1.209,0.077,788.27,13.99,5371.62,12156.72,1.9,0.05,-28272.52,38.55,22933.74,53.84,58.32,448938.84,6122051.04,1557.08,0.16,24.4,252.52,7.18,0.21,0.05,929,756.04,775.8,iron
3,326022257,0,0,1,43.23,0.62,187.62,1.05,270.55,24.7,158.88,-29.49,1.311,0.106,1.113,0.089,711.43,23.07,5639.99,19913.14,1.93,0.11,-10454.71,93.26,27775.41,81.59,-2.06,466738.28,6126935.57,1467.69,0.17,26.76,229.34,10.79,0.24,0.06,990,139.59,268.75,iron
1,817611234,0,0,1,33.14,0.63,292.48,0.91,296.24,-1.67,177.59,-63.75,0.965,0.077,0.814,0.064,789.86,16.3,3788.93,12133.87,1.46,0.06,-9990.83,44.71,-17783.12,41.35,-41.15,467316.79,6081406.2,1391.56,0.07,71.55,220.97,10.41,0.26,0.05,199,175.77,189.39,proton
3,817550069,1,0,1,38.38,0.39,338.76,0.81,293.37,22.7,181.44,-39.32,1.242,0.086,1.054,0.071,637.77,11.67,5948.01,16047.83,1.87,0.06,14333.16,74.05,30023.73,51.26,-104.6,491507.26,6129244.38,1384.51,0.17,25.47,223.06,8.31,0.26,0.05,1563,397.54,430.32,iron
1,48379555,0,1,1,43.6,0.67,35.17,0.58,329.41,54.28,208.02,-5.45,2.709,0.199,2.332,0.169,743.02,20.01,5380.33,20155.67,4.08,0.15,-15494.86,77.72,-10575.14,66.43,-19.07,461795.71,6088594.39,1405.68,0.12,34.78,226.78,8.82,0.25,0.05,164,572.04,743.89,iron
3,132998029,1,1,1,48.27,0.37,347.15,0.84,318.72,29.71,208.9,-31.19,8.134,0.63,7.048,0.543,744.29,13.67,6061.88,26531.15,12.84,0.47,22440.83,107.2,25726.03,89.14,-130.29,499615.44,6124971.24,1357.75,0.18,24.47,217.84,7.29,0.24,0.05,1582,674.81,695.06,iron
3,386656217,1,0,1,25.83,0.47,278.3,1.15,305.91,2.33,198.9,-60.4,1.017,0.075,0.86,0.062,731.6,14.33,3835.55,10985.67,1.48,0.04,9534.59,39.37,27242.61,43.35,-92.26,486717.26,6126452.09,1376.28,0.11,37.73,231.34,9.14,0.24,0.05,1392,782.78,790.2,iron
